"text"	"story"
"WELT'. A small but by no means an unimportant difference. And the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"majority of those who were shouting for this suffrage were absent when"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"it came to fighting for it. All this political rabble were strangers to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"us at the front. During those days only a fraction of these"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"parliamentarian gentry were to be seen where honest Germans"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"foregathered."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"The old soldiers who had fought at the front had little liking for those"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"new war aims of Messrs. Ebert, Scheidemann, Barth, Liebknecht and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"others. We could not understand why, all of a sudden, the shirkers"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"should abrogate all executive powers to themselves, without having any"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"regard to the army."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"From the very beginning I had my own definite personal views. I"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"intensely loathed the whole gang of miserable party politicians who had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"betrayed the people. I had long ago realized that the interests of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"nation played only a very small part with this disreputable crew and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"that what counted with them was the possibility of filling their own"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"empty pockets. My opinion was that those people thoroughly deserved to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"be hanged, because they were ready to sacrifice the peace and if"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"necessary allow Germany to be defeated just to serve their own ends. To"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"consider their wishes would mean to sacrifice the interests of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"working classes for the benefit of a gang of thieves. To meet their"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"wishes meant that one should agree to sacrifice Germany."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Such, too, was the opinion still held by the majority of the army. But"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the reinforcements which came from home were fast becoming worse and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"worse; so much so that their arrival was a source of weakness rather"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"than of strength to our fighting forces. The young recruits in"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"particular were for the most part useless. Sometimes it was hard to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"believe that they were sons of the same nation that sent its youth into"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the battles that were fought round Ypres."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In August and September the symptoms of moral disintegration increased"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"more and more rapidly, although the enemy's offensive was not at all"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"comparable to the frightfulness of our own former defensive battles. In"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"comparison with this offensive the battles fought on the Somme and in"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Flanders remained in our memories as the most terrible of all horrors."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"At the end of September my division occupied, for the third time, those"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"positions which we had once taken by storm as young volunteers. What a"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"memory!"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Here we had received our baptism of fire, in October and November 1914."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"With a burning love of the homeland in their hearts and a song on their"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"lips, our young regiment went into action as if going to a dance. The"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"dearest blood was given freely here in the belief that it was shed to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"protect the freedom and independence of the Fatherland."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In July 1917 we set foot for the second time on what we regarded as"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"sacred soil. Were not our best comrades at rest here, some of them"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"little more than boys--the soldiers who had rushed into death for their"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"country's sake, their eyes glowing with enthusiastic love."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"The older ones among us, who had been with the regiment from the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"beginning, were deeply moved as we stood on this sacred spot where we"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"had sworn 'Loyalty and Duty unto Death'. Three years ago the regiment"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"had taken this position by storm; now it was called upon to defend it in"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"a gruelling struggle."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"With an artillery bombardment that lasted three weeks the English"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"prepared for their great offensive in Flanders. There the spirits of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"dead seemed to live again. The regiment dug itself into the mud, clung"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to its shell-holes and craters, neither flinching nor wavering, but"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"growing smaller in numbers day after day. Finally the British launched"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"their attack on July 31st, 1917."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"We were relieved in the beginning of August. The regiment had dwindled"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"down to a few companies, who staggered back, mud-crusted, more like"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"phantoms than human beings. Besides a few hundred yards of shell-holes,"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"death was the only reward which the English gained."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Now in the autumn of 1918 we stood for the third time on the ground we"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"had stormed in 1914. The village of Comines, which formerly had served"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"us as a base, was now within the fighting zone. Although little had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"changed in the surrounding district itself, yet the men had become"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"different, somehow or other. They now talked politics. Like everywhere"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"else, the poison from home was having its effect here also. The young"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"drafts succumbed to it completely. They had come directly from home."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"During the night of October 13th-14th, the British opened an attack with"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"gas on the front south of Ypres. They used the yellow gas whose effect"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"was unknown to us, at least from personal experience. I was destined to"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"experience it that very night. On a hill south of Werwick, in the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"evening of October 13th, we were subjected for several hours to a heavy"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"bombardment with gas bombs, which continued throughout the night with"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"more or less intensity. About midnight a number of us were put out of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"action, some for ever. Towards morning I also began to feel pain. It"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"increased with every quarter of an hour; and about seven o'clock my eyes"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"were scorching as I staggered back and delivered the last dispatch I was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"destined to carry in this war. A few hours later my eyes were like"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"glowing coals and all was darkness around me."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"I was sent into hospital at Pasewalk in Pomerania, and there it was that"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"I had to hear of the Revolution."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"For a long time there had been something in the air which was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"indefinable and repulsive. People were saying that something was bound"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to happen within the next few weeks, although I could not imagine what"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"this meant. In the first instance I thought of a strike similar to the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"one which had taken place in spring. Unfavourable rumours were"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"constantly coming from the Navy, which was said to be in a state of"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"ferment. But this seemed to be a fanciful creation of a few isolated"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"young people. It is true that at the hospital they were all talking abut"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the end of the war and hoping that this was not far off, but nobody"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"thought that the decision would come immediately. I was not able to read"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the newspapers."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"In November the general tension increased. Then one day disaster broke"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"in upon us suddenly and without warning. Sailors came in motor-lorries"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"and called on us to rise in revolt. A few Jew-boys were the leaders in"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"that combat for the 'Liberty, Beauty, and Dignity' of our National"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Being. Not one of them had seen active service at the front. Through the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"medium of a hospital for venereal diseases these three Orientals had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"been sent back home. Now their red rags were being hoisted here."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"During the last few days I had begun to feel somewhat better. The"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"burning pain in the eye-sockets had become less severe. Gradually I was"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"able to distinguish the general outlines of my immediate surroundings."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"And it was permissible to hope that at least I would recover my sight"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"sufficiently to be able to take up some profession later on. That I"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"would ever be able to draw or design once again was naturally out of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"question. Thus I was on the way to recovery when the frightful hour"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"came."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"My first thought was that this outbreak of high treason was only a local"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"affair. I tried to enforce this belief among my comrades. My Bavarian"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"hospital mates, in particular, were readily responsive. Their"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"inclinations were anything but revolutionary. I could not imagine this"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"madness breaking out in Munich; for it seemed to me that loyalty to the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"House of Wittelsbach was, after all, stronger than the will of a few"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Jews. And so I could not help believing that this was merely a revolt in"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the Navy and that it would be suppressed within the next few days."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"With the next few days came the most astounding information of my life."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"The rumours grew more and more persistent. I was told that what I had"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"considered to be a local affair was in reality a general revolution. In"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"addition to this, from the front came the shameful news that they wished"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"to capitulate! What! Was such a thing possible?"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"On November 10th the local pastor visited the hospital for the purpose"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"of delivering a short address. And that was how we came to know the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"whole story."	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"I was in a fever of excitement as I listened to the address. The"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"reverend old gentleman seemed to be trembling when he informed us that"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"the House of Hohen-zollern should no longer wear the Imperial Crown,"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"that the Fatherland had become a 'Republic', that we should pray to the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Almighty not to withhold His blessing from the new order of things and"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"not to abandon our people in the days to come. In delivering this"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"message he could not do more than briefly express appreciation of the"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
"Royal House, its services to Pomerania, to Prussia, indeed, to the whole"	"CHAPTER VIII THE BEGINNING OF MY POLITICAL ACTIVITIES"
